"code","source","value","note","unit","sector","owner","nuts_level","code_label","measure_type_eustat_flag","potential_definition"
"ITC4C","livestock.effluents",0.939278727719093,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITC4D","livestock.effluents",0.278944799559152,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF11","livestock.effluents",0.120407205227812,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF12","livestock.effluents",0.198658519950254,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF13","livestock.effluents",0.100354191773884,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF14","livestock.effluents",0.21122507504805,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF21","livestock.effluents",0.114723706596946,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF22","livestock.effluents",0.263337348403054,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF31","livestock.effluents",0.566755673821163,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF32","livestock.effluents",0.774814052849031,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF33","livestock.effluents",0.264315504977302,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF34","livestock.effluents",0.375434952100565,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF35","livestock.effluents",0.896627003251939,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF41","livestock.effluents",,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF42","livestock.effluents",,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF43","livestock.effluents",0.244087249267016,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF44","livestock.effluents",0.0767507814834206,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF45","livestock.effluents",0.136372633193717,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF46","livestock.effluents",0.231240551937173,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF47","livestock.effluents",0.42361160938918,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF48","livestock.effluents",0.0204229547294939,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF51","livestock.effluents",0.606754059585267,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF52","livestock.effluents",0.0941912154147332,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF61","livestock.effluents",0.346039146905845,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF62","livestock.effluents",0.0222613687959984,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF63","livestock.effluents",0.0534799747406826,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF64","livestock.effluents",0.0857523732910946,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITF65","livestock.effluents",0.163996474266379,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG11","livestock.effluents",0.0608577398823529,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG12","livestock.effluents",0.346155371529412,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG13","livestock.effluents",0.157539539411765,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG14","livestock.effluents",0.210628206117647,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG15","livestock.effluents",0.0992714905882353,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG16","livestock.effluents",0.143296238588235,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG17","livestock.effluents",0.120852249411765,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG18","livestock.effluents",0.605124477411765,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG19","livestock.effluents",0.193363599058824,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG25","livestock.effluents",0.312102163260464,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG26","livestock.effluents",0.364992758866436,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG27","livestock.effluents",0.355701167746468,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG28","livestock.effluents",0.373569612207945,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG29","livestock.effluents",0.055511300793655,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG2A","livestock.effluents",0.0757622045166622,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG2B","livestock.effluents",0.13699140753799,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITG2C","livestock.effluents",0.112690323070381,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH10","livestock.effluents",0.764267715,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH20","livestock.effluents",0.253892355,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH31","livestock.effluents",1.1126655288953,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH32","livestock.effluents",1.38430633793773,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH33","livestock.effluents",0.406133978340313,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH34","livestock.effluents",2.0359788325949,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH35","livestock.effluents",0.517621737100399,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH36","livestock.effluents",1.53782321210341,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH37","livestock.effluents",0.21014557702794,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH41","livestock.effluents",0.358924399919165,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH42","livestock.effluents",0.713442361892893,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH43","livestock.effluents",0.0648948133782418,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"ITH44","livestock.effluents",0.0520760848097002,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
